healpix,GGDrlen,GGDalpha,GGDbeta
10460,4374.35584371916,1.67277689904499,1.7953632042784
10461,4985.29312112417,1.83865395170716,1.75668350552434
10462,4350.72782946454,1.67888170418924,1.65951319671442
10463,4047.30327575745,1.58591860989153,1.64497775444267
10464,527.52404937234,0.7785154840874,2.90984847817364
10465,2808.82553812582,1.3163038498229,1.93751420061467
10466,3391.54454365313,1.49407502911847,1.74530010540864
10467,4062.64363288136,1.66005118319008,1.58956194616858
10468,4744.46671092606,1.81434611186081,1.63375285095871
10469,4320.6563782371,1.72466953674436,1.60782524636425
10470,3926.01933931474,1.61825585376314,1.55379372304217
10471,3373.46109247488,1.48332554321903,1.60671349469331
10472,4314.33391208657,1.70167391094579,1.55392578369369
10473,3287.91666360386,1.46908091333277,1.60462651208732
10474,3131.77825799183,1.39981605701051,1.58112776093946
10475,2449.14885959402,1.24591343363841,1.63658680358697
10476,2424.97793239311,1.24441072110861,1.73057816240136
10477,2469.0822327884,1.22244185703655,1.64631955089045
10478,2086.51601765905,1.13417087654206,1.63293468419288
10479,1861.52786915527,1.05143296435579,1.57620770913918
10480,4180.65293658019,1.66285702646261,1.59166452681936
10481,3361.68035106177,1.45612275947775,1.66563521742407
10482,2824.51640267284,1.32832069110689,1.65529412041422
10483,2741.91586299395,1.25604415422053,1.61168941909917
10484,3333.22633515605,1.39903067615312,1.62394558363954
10485,3156.09843155106,1.33085038403691,1.56728943188239
10486,2492.08534568069,1.17428796096188,1.57362645985858
10487,2852.21316557601,1.21722332581565,1.36192652442259
10488,2008.08544459306,1.087857595449,1.67742229279018
10489,2335.94534826138,1.13359902782241,1.4462568444248
10490,1706.40613333207,1.00027315442743,1.51643788716389
